chname,ename,gbcode,a100009_10,a100010_10,a100003_10,a100004_10,a100011_10,a100007_10,a100008_10,a100006_10,a100005_10,a100002_10,a100001_10
,LingYaoXiang,350725204,5071,621,3188,2311,6429,3173,1143,3620,6793,3647,6835
ֵ´,ZhaoYangJieDaoBanShiChu,350781001,34688,3569,23229,16322,23478,22675,7959,22285,44960,22987,46216
ֵ̩ͨ´,TongTaiJieDaoBanShiChu,350781002,49924,4465,33472,22673,25528,32942,12770,32853,65795,33687,67159
ˮֵ´,ShuiBeiJieDaoBanShiChu,350781003,26401,4275,17697,13535,18388,17487,5120,17560,35047,18099,35796
ɹڽֵ´,ShaiKouJieDaoBanShiChu,350781004,5124,952,3307,2899,4334,3265,967,3492,6757,3736,7043
ǽ,ChengJiaoZhen,350781100,11179,1294,6822,5358,9267,6651,2195,7239,13890,7846,14668
ˮ,ShuiBeiZhen,350781101,11042,1789,7211,5098,12795,7068,2158,7366,14434,7778,14989
ɳ,XiaShaZhen,350781102,4044,550,2481,1868,4327,2427,694,2602,5029,2807,5288
,WeiMinZhen,350781103,3969,658,2731,2021,4873,2694,984,2781,5475,2880,5611
ɽ,YanShanZhen,350781104,7135,1279,4950,3892,9352,4930,1583,4983,9913,5047,9997
ÿ,NaKouZhen,350781105,11200,1996,7543,5954,14423,7511,2484,8030,15541,8137,15680
,HongDunZhen,350781106,7489,1303,5026,3495,9514,4928,1749,5193,10121,5515,10541
󲺸,DaBuGangZhen,350781107,4269,1020,2850,2649,5501,2771,791,2998,5769,3230,6080
ƽ,HePingZhen,350781108,5688,1322,3936,3450,7470,3852,965,3863,7715,4039,7975
Фҷ,XiaoJiaFangZhen,350781109,3910,984,2712,2412,5162,2662,859,2776,5438,3041,5753
,DaZhuZhen,350781110,3559,655,2382,1795,4592,2356,810,2484,4840,2642,5024
,WuJiaTangZhen,350781111,3932,690,2593,1952,4777,2481,856,2535,5016,2885,5478
,GuiLinXiang,350781200,3559,773,2314,2058,4687,2254,703,2567,4821,2721,5035
,ZhangCuoXiang,350781201,2562,481,1670,1400,3148,1650,588,1813,3463,1961,3631
,JinKengXiang,350781202,2351,418,1368,1246,2692,1329,379,1477,2806,1780,3148
簲ֵ,ChongAnJieDao,350782001,38625,3803,25116,16771,30418,24343,8611,24168,48511,25923,51039
·ֵ,XinFengJieDao,350782002,29920,2505,19695,11784,17720,19121,7393,19466,38587,20123,39818
Ľֵ,WuYiJieDao,350782003,38960,2154,23348,9751,20682,14740,5162,15099,29839,22928,46276
Ǵ,XingCunZhen,350782100,15422,2053,10070,6617,18216,9941,3538,10612,20553,10943,21013
,XingTianZhen,350782101,20080,2082,10696,6947,19310,9947,3385,10524,20471,14851,25547
,WuFuZhen,350782102,6834,1122,4545,3662,8803,4526,1556,4821,9347,4967,9512
÷,ShangMeiXiang,350782200,6535,996,4185,3132,8524,4145,1378,4657,8802,4724,8909
,WuTunXiang,350782201,7789,1333,5269,4180,10374,5127,1878,5516,10643,5731,11000
᰹,LanGuXiang,350782202,7006,1223,4778,3882,9450,4740,1807,5175,9915,5258,10036
ׯ,YangZhuangXiang,350782203,7942,900,4535,3101,8588,4339,1562,4598,8937,5869,10404
ֵ,JianAnJieDao,350783001,20292,2320,13644,9075,16111,12935,4296,12545,25480,13264,26908
ͨýֵ,TongJiJieDao,350783002,10316,1370,6886,5016,8408,6753,2092,6681,13434,6892,13778
ֵ,OuNingJieDao,350783003,28299,2268,18323,12058,15545,17608,6616,17613,35221,18860,37183
֥ɽֵ,ZhiShanJieDao,350783004,34088,4783,23243,16164,30642,22030,7266,21700,43730,22894,46137
,XuDunZhen,350783100,22209,2800,14767,9730,26982,14502,5870,15033,29535,16112,30879
,JiYangZhen,350783101,15974,2340,11207,7494,21379,11163,4275,11277,22440,11382,22589
,FangDaoZhen,350783102,18025,2866,12640,8852,24208,12596,4858,13003,25599,13109,25749
,NanYaZhen,350783103,24500,3275,16943,11023,31714,16669,7320,17176,33845,18152,35095
Ͽ,DiKouZhen,350783104,17316,2256,11660,8181,22523,11624,4868,12645,24269,12780,24440
С,XiaoQiaoZhen,350783105,20760,2938,14386,9398,28454,14314,5768,14940,29254,15080,29466
ɽ,YuShanZhen,350783106,12647,1624,8541,6034,16470,8511,3318,8972,17483,9048,17589
,DongYouZhen,350783107,21055,2801,14228,9991,25887,14081,5860,14722,28803,15488,29716
,DongFengZhen,350783108,23228,2885,15263,10161,28189,14778,5488,15507,30285,16338,31601
С,XiaoSongZhen,350783109,15373,2293,10982,7103,21073,10859,4683,10998,21857,11367,22349
˳,ShunYangXiang,350783200,6791,882,4315,3050,8050,4228,1520,4558,8786,4878,9193
ˮԴ,ShuiYuanXiang,350783201,12241,1659,8360,5727,16004,8334,3394,8871,17205,8934,17294
ʯ,ChuanShiXiang,350783202,12981,1893,8950,6190,16868,8833,4220,9309,18142,10144,19094
,LongCunXiang,350783203,8783,1118,6253,3874,12210,6196,3213,6760,12956,6861,13114
̶ǽֵ,TanChengJieDao,350784001,48543,6107,33321,22388,39574,31342,10699,30187,61529,32028,65349
ͯνֵ,TongYouJieDao,350784002,46043,3890,27196,17888,33680,26289,9917,27098,53387,32654,59850
,JiangKouZhen,350784102,10294,1449,6542,4578,11631,6453,2304,6675,13128,7505,14047
,XuShiZhen,350784103,10315,1934,7600,5301,14085,7545,3232,7769,15314,7881,15481
,JuKouZhen,350784104,12280,2064,8632,6300,15150,8579,3394,8872,17451,9106,17738
ɳ,MaShaZhen,350784105,18933,3017,13171,9195,23376,12889,5142,13371,26260,13921,27092
ƿ,HuangKengZhen,350784106,8408,1232,5643,3762,9025,5491,2178,5640,11131,6175,11818
ˮ,ShuiJiZhen,350784107,16687,2700,11513,8083,20472,11329,4627,11414,22743,12501,24014
Ķ,ZhangDunZhen,350784108,11239,2013,8068,5596,14392,7938,3886,8326,16264,9070,17138
С,XiaoHuZhen,350784109,8931,1509,6489,4568,11561,6449,2828,6576,13025,6779,13268
,ChongLuoXiang,350784200,4687,918,3218,2424,5946,3184,1250,3430,6614,3637,6855
鷻,ShuFangXiang,350784201,5129,817,3619,2482,6546,3569,1604,3774,7343,3931,7550
,HuiLongXiang,350784202,6398,1068,4246,3102,7659,4171,1696,4349,8520,4916,9162
ǽֵ,DongChengJieDao,350802001,37689,3992,23677,16228,25503,21770,7364,22365,44135,25368,49045
ϳǽֵ,NanChengJieDao,350802002,45721,4200,29124,21232,24650,27674,9134,27736,55410,29931,59055
ǽֵ,XiChengJieDao,350802003,45545,3651,28509,20620,21328,25333,6923,24588,49921,27610,56119
гǽֵ,ZhongChengJieDao,350802004,62771,5133,35609,24007,42832,31116,10386,30766,61882,42681,78290
ֵ,XiBeiJieDao,350802005,79111,4589,46621,33370,27794,43280,15894,46609,89889,52973,99594
Ϫֵ,CaoXiJieDao,350802006,48413,2899,26781,17795,20390,23324,8000,25678,49002,32531,59312
Фֵ,DongXiaoJieDao,350802007,31593,2841,17815,10105,19533,13924,4078,14841,28765,20697,38512
Žֵ,LongMenJieDao,350802008,33574,2844,19839,14063,21556,19212,6419,20768,39980,22998,42837
ɽֵ,TieShanJieDao,350802009,16419,1286,8162,5881,9984,7718,2438,8231,15949,11981,20143
췻,HongFangZhen,350802100,18127,2658,11291,7563,18897,10825,3066,11172,21997,12560,23851
,ShiZhongZhen,350802101,25265,2909,16003,9654,29340,15483,5307,15942,31425,17478,33481
ʯ,YanShiZhen,350802102,22778,3035,12995,10426,21238,12532,3602,13593,26125,16420,29415
ɳ,BaiShaZhen,350802103,18278,2037,10013,7981,17491,9769,2980,11106,20875,13282,23295
,WanAnZhen,350802104,5498,1102,3707,3169,7036,3584,1123,3673,7257,4016,7723
,DaChiZhen,350802105,7190,1190,4654,3307,7985,4438,1363,4607,9045,5089,9743
С,XiaoChiZhen,350802106,7954,1331,5017,3474,8811,4781,1352,4951,9732,5620,10637
ɽ,JiangShanXiang,350802200,5822,1003,3646,2902,6799,3606,955,3735,7341,4134,7780
ɽ,YanShanXiang,350802201,4225,462,2066,1560,3200,1851,567,1925,3776,3188,5254
,SuBanXiang,350802202,6124,1332,3781,3333,7368,3657,887,3910,7567,4562,8343
͡,TingZhouZhen,350821100,68560,8000,47125,28655,48271,41433,16360,42049,83482,45795,92920
ͬ,DaTongZhen,350821101,48668,5945,33545,19506,33657,32862,13294,33374,66236,34362,67907
ų,GuChengZhen,350821102,7532,1437,5447,3691,10216,5341,2075,5291,10632,5597,11044
,XinQiaoZhen,350821103,12339,2855,9873,6112,18060,9676,4537,9511,19187,9858,19731
ǰ,GuanQianZhen,350821104,7236,1282,5131,3320,9848,5095,1887,5155,10250,5274,10405
ͯ,TongFangZhen,350821105,9625,2349,7874,5453,14393,7763,3863,7753,15516,7963,15837
,HeTianZhen,350821106,30480,4801,21700,13402,40384,21241,8749,21594,42835,22330,44030
ɽ,NanShanZhen,350821107,18625,3044,13190,7411,24586,13029,4963,13043,26072,13442,26632
,ZhuoTianZhen,350821108,23445,4085,17040,9912,33629,16918,7553,17712,34630,18043,35083
Ķ,SiDouZhen,350821109,6619,1112,4539,3131,8769,4528,1592,4752,9280,4784,9323
Ϳ,TuFangZhen,350821110,8920,2097,6935,5102,13275,6876,3208,7151,14027,7290,14225
,CeWuXiang,350821200,12522,2087,8973,5562,16650,8873,3402,8779,17652,9038,18011
,TieChangXiang,350821201,1931,409,1390,1089,2771,1385,512,1452,2837,1462,2852
ֽ,AnJieXiang,350821202,2409,633,1762,1328,3405,1741,535,1742,3483,1815,3577
,SanZhouXiang,350821203,4506,1057,3708,2721,7087,3659,1995,3756,7415,3850,7558
,XuanChengXiang,350821204,4105,907,3104,2006,5885,3081,1166,2994,6075,3074,6178
ɽ,HongShanXiang,350821205,3151,600,2345,1665,4499,2338,1013,2378,4716,2419,4764
,YangGuXiang,350821206,2130,638,1640,1432,3181,1623,545,1608,3231,1673,3313
,FengChengZhen,350822100,40493,4681,28645,18011,37578,27611,11417,26944,54555,27946,56591
,KanShiZhen,350822101,21797,1799,13009,8224,19871,12201,4181,12952,25153,14768,27777
,XiaYangZhen,350822102,17103,3244,12526,8525,22066,11859,5095,11764,23623,12916,25442
,HuLeiZhen,350822103,14516,2870,10140,7906,19093,9776,3777,9613,19389,11023,21163
,GaoBeiZhen,350822104,31874,3300,19400,12476,34985,18506,6225,19298,37804,21999,41399
,FuShiZhen,350822105,20328,2203,12382,8387,20865,12067,4804,12533,24600,14953,27335
,HuKengZhen,350822106,7611,1808,5660,4721,10423,5587,2063,5471,11058,5822,11482
,PeiFengZhen,350822107,25348,2820,15791,10132,27507,15481,5594,16606,32087,17971,33762
̶,LongTanZhen,350822108,13837,1013,7405,6373,10131,7286,2855,8984,16270,10300,17705
,FengShiZhen,350822109,2650,614,2011,1540,3702,2002,757,1941,3943,2010,4021
ǽ,ChengJiaoXiang,350822200,6245,975,4337,2948,7532,4108,1492,4047,8155,4375,8712
Ϫ,XiXiXiang,350822201,1987,345,1388,1054,2586,1382,518,1397,2779,1462,2850
ɰ,JinShaXiang,350822202,2508,516,1896,1428,3488,1885,655,1763,3648,1783,3679
ʦ,XianShiXiang,350822203,7492,1523,5641,4129,10813,5616,2175,5485,11101,5549,11190
ɽ,HongShanXiang,350822204,5169,735,3218,2299,5573,3121,1265,3349,6470,3951,7169
ɽ,HuShanXiang,350822205,3361,955,2671,2250,5040,2652,1220,2728,5380,2865,5536
,QiLingXiang,350822206,5428,1035,3719,2895,6785,3595,1315,3568,7163,4059,7778
,GuZhuXiang,350822207,3854,1139,3208,2635,6062,3193,1326,3081,6274,3111,6319
ñ,TangBaoXiang,350822208,3833,1094,2936,2612,5595,2903,945,2817,5720,2936,5872
Ϫ,HeXiXiang,350822209,3634,1094,2995,2526,5622,2964,1108,2740,5704,2841,5836
,HuGangXiang,350822210,8831,1304,5697,3965,10864,5671,2106,5996,11667,6544,12241
Ϫ,DaXiXiang,350822211,4328,1044,3274,2597,6119,3242,1237,3148,6390,3335,6609
¶,ChenDongXiang,350822212,4860,991,3222,2692,6044,3153,1120,3162,6315,3749,6971
ͷ,GaoTouXiang,350822213,3615,757,2554,1874,4049,2157,847,2148,4305,2665,5219
ٽ,LinJiangZhen,350823100,23576,3263,16521,11385,21296,15788,5446,14842,30630,15764,32285
ٳ,LinChengZhen,350823101,57159,6286,37430,20953,35575,34624,11625,34173,68797,37640,75070
ж,ZhongDouZhen,350823102,7583,1845,5690,4013,10583,5658,1584,5225,10883,5322,11012
Ϫ,LanXiZhen,350823103,7743,1765,5889,3944,10247,5483,1780,5037,10520,5399,11288
,RenTianZhen,350823104,8390,2153,6645,4903,12408,6632,2197,6052,12684,6095,12740
ɰ,BaiShaZhen,350823105,11303,2532,8177,5449,15011,7981,2834,7499,15480,8492,16669
,GuTianZhen,350823106,12668,1876,8012,5708,14538,7748,2447,8337,16085,8979,16991
Ϫ,CaiXiZhen,350823107,12823,2129,9276,5489,16607,8882,3083,8293,17175,8759,18035
,NanYangZhen,350823108,20468,3685,15525,9326,27954,15120,6548,14733,29853,15176,30701
,HuYangXiang,350823200,11297,2519,8596,5975,16097,8559,2880,7982,16541,8100,16696
¶,XiaDouXiang,350823201,5196,1046,3746,2531,7091,3716,1102,3465,7181,3598,7344
®,LuFengSheZuXiang,350823202,11442,2791,8980,6095,16607,8946,2919,8100,17046,8172,17152
̫,TaiBaXiang,350823203,6085,1599,4755,3689,9030,4753,1697,4614,9367,4626,9381
Ϫ,XiKouXiang,350823204,5055,1088,3673,2698,6973,3662,1119,3550,7212,3589,7262
,ChaDiXiang,350823205,2977,899,2407,1934,4487,2399,819,2269,4668,2288,4695
,PanJingXiang,350823206,1898,545,1589,1264,2860,1589,578,1424,3013,1432,3021
,JiaoYangXiang,350823207,15353,2458,9307,6869,17490,9088,3157,9782,18870,11661,20968
,BuYunXiang,350823208,2240,376,1464,1118,2901,1464,463,1611,3075,1615,3079
,JiuXianXiang,350823209,18067,2683,10956,7340,20025,10676,3781,10821,21497,13575,24531
ͨ,TongXianXiang,350823210,9432,1855,7349,4549,13501,7348,3149,7081,14429,7087,14436
ׯ,GuanZhuangSheZuXiang,350823211,10298,2662,8525,6145,15725,8507,3507,7917,16424,7942,16467
ɺ,ShanHuXiang,350823212,2733,678,2125,1510,4108,2123,813,2082,4205,2099,4224
ƽ,PingChuanZhen,350824100,42509,4344,28696,17209,37484,26379,10619,26199,52578,28776,57472
ɽ,ZhongShanZhen,350824101,9068,1701,6297,4277,12196,6224,1790,6144,12368,6262,12559
ǰ,YanQianZhen,350824102,25144,3810,16195,10048,29940,15637,4418,15851,31488,17177,33372
ʮ,ShiFangZhen,350824103,20512,3877,14710,9654,26889,14171,4584,13671,27842,14263,28973
б,ZhongBaoZhen,350824104,12789,2689,9171,6127,17502,9004,2929,8670,17674,9236,18407
Ϫ,TaoXiZhen,350824105,7367,1869,6078,4406,10863,5940,2724,5573,11513,5882,11960
,ChengXiangXiang,350824200,16282,2311,10684,7178,17466,10298,3347,10556,20854,11256,21940
,WanAnXiang,350824201,6928,1087,4665,2983,8818,4654,1475,4799,9453,4825,9490
,DongLiuXiang,350824202,10749,1757,7571,4947,14663,7547,2732,7597,15144,7667,15238
,MinZhuXiang,350824203,3314,605,2309,1510,4535,2288,722,2254,4542,2332,4641
°,XiaBaXiang,350824204,3609,664,2416,1601,4709,2379,659,2418,4797,2516,4932
г,ZhongChiXiang,350824205,4577,1046,3452,2293,6428,3408,1121,3183,6591,3292,6744
,XiangDongXiang,350824206,7517,1451,5338,3542,10258,5281,1596,5079,10360,5226,10564
䶫,WuDongXiang,350824207,9617,2786,7778,5813,14509,7699,2688,7017,14716,7313,15091
ƽ,YongPingXiang,350824208,7567,1781,5623,4075,10602,5528,1830,5356,10884,5555,11178
,XiangDianXiang,350824209,4319,923,3367,2097,6295,3321,1494,3287,6608,3369,6736
,DaHeXiang,350824210,6090,1163,4498,3146,8313,4432,1632,4228,8660,4387,8885
,LianFengZhen,350825100,47083,4912,29885,20028,48965,28616,8509,29091,57707,30619,60504
,BeiTuanZhen,350825101,10539,2047,7123,5326,14200,7045,2246,7481,14526,7709,14832
,GuTianZhen,350825102,10917,1741,7176,5225,14171,7058,2239,7410,14468,7721,14897
,PengKouZhen,350825103,16308,2122,10863,7348,19569,10425,3786,10589,21014,11353,22216
Ϫ,JuXiZhen,350825104,9305,1649,6300,4651,12372,6198,1981,6403,12601,6635,12935
Ȫ,XinQuanZhen,350825105,16360,2484,11024,7187,21302,10434,3529,10463,20897,11349,22373
ǰ,MiaoQianZhen,350825106,17044,2774,11755,8376,22263,11594,3673,11289,22883,11736,23491
,JieLeXiang,350825200,4903,703,3136,2189,6154,3104,933,3257,6361,3403,6539
ǰ,TangQianXiang,350825201,1854,424,1274,1051,2503,1274,297,1292,2566,1301,2575
,GeChuanXiang,350825202,5390,829,3558,2687,6977,3528,1084,3679,7207,3745,7303
ı,SiBaoXiang,350825203,6742,1344,5054,3665,9695,5043,1840,4846,9889,4872,9926
޷,LuoFangXiang,350825204,4535,961,3120,2436,6275,3097,1044,3371,6468,3420,6540
ַ,LinFangXiang,350825205,6109,1022,4115,3271,8052,4105,1250,4229,8334,4266,8381
ĺ,WenHengXiang,350825206,14851,2483,10089,7532,19532,10051,3208,10332,20383,10453,20542
Ϫ,QuXiXiang,350825208,2484,464,1620,1279,3255,1567,515,1743,3310,1843,3463
Դ,LaiYuanXiang,350825209,2841,414,1681,1262,3312,1624,459,1808,3432,2033,3714
,XuanHeXiang,350825210,5856,1206,4181,3292,8194,4163,1352,4194,8357,4233,8414
ݼǽֵ,JingChengJieDao,350881001,42209,3919,26188,18660,33096,24357,8625,24851,49208,28565,54753
ֵֽ,GuiLinJieDao,350881002,23100,1954,14589,10266,17517,13905,4895,14589,28494,15360,29949
,XinQiaoZhen,350881100,18132,2605,11698,8783,22232,11636,3757,12490,24126,12796,24494
˫,ShuangYangZhen,350881101,6529,871,4080,3013,7909,4017,1403,4396,8413,4723,8803
,YongFuZhen,350881102,24351,3979,16695,12011,32198,16643,6047,17540,34183,17682,34377
Ϫ,XiNanZhen,350881103,11587,1386,6566,4821,12612,6278,2134,6890,13168,8541,15107
ƽ,HePingZhen,350881104,7328,915,4233,3287,7773,4135,1077,4651,8786,5087,9320
,GongQiaoZhen,350881105,4134,719,2484,2247,4729,2461,658,2606,5067,3027,5511
,XiangHuZhen,350881106,6402,889,4130,3223,8088,4112,1432,4515,8627,4593,8723
ˮ,ChiShuiZhen,350881107,5055,703,3157,2347,6071,3105,1050,3365,6470,3651,6808
«֥,LuZhiXiang,350881200,8420,951,5186,4217,8619,5122,1696,5641,10763,5881,11067
԰,XiYuanXiang,350881201,8262,1219,4874,3693,9587,4799,1280,5305,10104,5887,10761
,NanYangXiang,350881202,3802,767,2581,2261,5111,2571,708,2677,5248,2696,5277
,GuanTianXiang,350881203,3980,871,2767,2263,5066,2731,898,2921,5652,2982,5749
,WuCiXiang,350881204,2965,550,1946,1566,3913,1918,691,2180,4098,2260,4206
,LingDiXiang,350881205,3957,572,2409,1910,4563,2378,760,2561,4939,2880,5289
Ͻֵ,JiaoNanJieDao,350902001,64286,4643,40999,25406,39169,37966,12813,38274,76240,40743,81742
ֵ,JiaoBeiJieDao,350902002,38368,3642,24623,16793,27359,23695,7789,23741,47436,25176,49799
,ChengNanZhen,350902100,35466,2015,22703,12536,17794,20191,7557,20407,40598,22335,45038
,ZhangWanZhen,350902101,32789,3948,21615,11344,37852,19486,6290,20427,39913,21412,43027
߶,QiDouZhen,350902102,13936,2266,9011,6211,17501,8996,2783,9936,18932,9974,18985
˶,BaDouZhen,350902103,8078,1790,5206,4544,10060,5006,1215,5712,10718,5877,11083
Ŷ,JiuDouZhen,350902104,5086,883,3213,2504,6146,3091,851,3420,6511,3607,6820
ͯ,HuoTongZhen,350902105,15415,2515,10283,6956,18249,10000,3079,10396,20396,10726,21009
Ϫ,ChiXiZhen,350902106,9512,1875,6365,5002,12383,6281,1987,6903,13184,7009,13374
,YangZhongZhen,350902107,11624,2542,7293,6618,15191,7239,1752,8508,15747,8625,15918
,FeiLuanZhen,350902108,12193,1863,7843,5012,15039,7622,2345,8395,16017,8558,16401
,SanDouZhen,350902109,18634,2111,10897,6720,21062,10598,3703,12296,22894,13551,24448
,JinHanSheZuXiang,350902200,19689,1810,11005,6690,14073,10073,3172,11128,21201,13666,24671
,HongKouXiang,350902201,1611,211,991,943,1894,968,337,1092,2060,1168,2159
ʯ,ShiHouXiang,350902202,3754,955,2294,2316,4610,2275,558,2775,5050,2973,5267
,HuBeiXiang,350902203,7065,1417,4492,3679,9245,4464,1230,5162,9626,5220,9712
ȿ,DongQiaoKaiFaQu,350902500,32541,1343,19123,11487,11371,17051,5923,16933,33984,20684,39807
ɳǽֵ,SongChengJieDao,350921001,81445,7235,52149,32015,71971,50615,16657,51470,102085,53188,105337
ɸ۽ֵ,SongGangJieDao,350921002,46898,4270,29306,17798,38126,28150,9225,29260,57410,31087,60393
,ChangChunZhen,350921101,32064,4904,20134,15103,41542,20038,6792,23494,43532,23626,43760
,YaChengZhen,350921102,19478,2497,11980,8546,24212,11947,3544,13496,25443,13539,25519
Ϫ,XiNanZhen,350921103,26045,3703,16642,10777,34008,16602,5820,18685,35287,18926,35568
ɳ,ShaJiangZhen,350921104,24850,3657,15448,9950,32064,15346,4780,17693,33039,17839,33287
,XiaHuZhen,350921105,20095,3086,12893,9398,25862,12878,4721,14971,27849,15009,27902
ɳ,SanShaZhen,350921106,28388,3247,17865,12765,33807,17744,5283,18627,36371,19053,36918
,YanTianSheZuXiang,350921200,17505,2333,10633,7097,20731,10148,3590,11532,21680,12795,23428
ˮ,ShuiMenSheZuXiang,350921201,9374,1480,5967,5011,12180,5937,1919,6738,12675,6806,12773
,ChongRuSheZuXiang,350921202,10433,1785,6510,5078,13434,6467,1877,7481,13948,7585,14095
,BaiYangXiang,350921203,15417,2246,9200,6684,19602,9031,2600,10851,19882,11063,20263
,BeiBiXiang,350921204,10056,1489,6473,4563,12877,6459,2473,7537,13996,7545,14018
,HaiDaoXiang,350921205,6028,752,3673,3014,7065,3671,1135,4228,7899,4242,7915
Ƕֵ´,ChengDongJieDaoBanShiChu,350922001,35711,4271,22893,15399,30564,22028,6493,22622,44650,23582,46475
ֵ´,ChengXiJieDaoBanShiChu,350922002,51879,6003,33040,21558,45854,32082,9337,33351,65433,34179,67219
ƽ,PingHuZhen,350922101,21526,2995,13577,9846,27044,13487,4072,14871,28358,15016,28593
,DaQiaoZhen,350922102,20870,3027,13280,9685,25569,12958,3890,14118,27076,14507,27787
,HuangTianZhen,350922103,15745,1956,10064,7240,17627,9577,3084,10025,19602,10721,20785
,HeTangZhen,350922104,25477,3040,15726,10526,27848,15267,5169,16695,31962,17960,33686
ɼ,ShanYangZhen,350922105,11007,2297,7323,6098,14567,7276,2238,7993,15269,8219,15542
ﶼ,FengDouZhen,350922106,11402,1694,7199,5935,14781,7173,2280,8140,15313,8177,15376
ˮ,ShuiKouZhen,350922107,5558,802,3440,2635,6508,3383,942,3707,7090,3862,7302
,JiXiangXiang,350922201,18651,2690,11603,8451,23458,11516,3403,13031,24547,13141,24744
,PanYangXiang,350922203,4049,706,2484,1990,5204,2466,656,2873,5339,2927,5411
,FengPuXiang,350922204,10074,1241,6251,3886,12359,6114,1715,6500,12614,6779,13030
׿,ZhuoYangXiang,350922205,7270,1345,4611,3684,9255,4577,1247,5151,9728,5251,9862
,DaJiaXiang,350922206,5498,1282,3691,3169,7594,3666,1108,4151,7817,4197,7888
ŷ,GuFengZhen,350923100,29130,2739,19474,11980,24851,19113,7060,19106,38219,19455,38929
˫Ϫ,ShuangXiZhen,350923101,8997,1092,5203,3156,10168,4885,1421,5439,10324,6307,11510
Ϫ,DaiXiZhen,350923102,11820,1981,7446,5063,15358,7351,2132,8358,15709,8487,15933
,ChangQiaoZhen,350923103,9863,1235,6307,4158,12464,6207,2193,6834,13041,6984,13291
,PingChengXiang,350923200,5149,771,3251,2526,5668,3210,998,3543,6753,3667,6918
Ŀ,TangKouXiang,350923201,9625,1210,6189,4211,12011,6104,1928,6384,12488,6574,12763
